REGION,COUNTRY,SECTOR,SUBSECTOR,YEAR,QUARTER,"Dividend, USD"
Europe ex-UK,France,Utilities,Utilities,2021,21q2,2066847276.28578
Europe ex-UK,France,Utilities,Utilities,2022,22Q2,2177114358.77136
Europe ex-UK,France,Utilities,Utilities,2022,22Q3,712481435.172
Europe ex-UK,France,Utilities,Utilities,2023,23Q2,4642201700.87909
Europe ex-UK,France,Utilities,Utilities,2024,24q2,4731296204.32223
Europe ex-UK,France,Utilities,Utilities,2025,25q2,5265609027.33546
Europe ex-UK,Germany,Consumer Cyclical,Auto,2011,11Q2,2850600101.56433
Europe ex-UK,Germany,Consumer Cyclical,Auto,2012,12Q2,3461605232.18658
Europe ex-UK,Germany,Consumer Cyclical,Auto,2013,13Q2,3664268720.01203
Europe ex-UK,Germany,Consumer Cyclical,Auto,2014,14Q2,4033386776.65323
Europe ex-UK,Germany,Consumer Cyclical,Auto,2015,15Q2,3577933177.4172
Europe ex-UK,Germany,Consumer Cyclical,Auto,2016,16Q2,4821027524.04649
Europe ex-UK,Germany,Consumer Cyclical,Auto,2017,17Q2,3703844106.35444
Europe ex-UK,Germany,Consumer Cyclical,Auto,2017,17Q3,930437918.217693
Europe ex-UK,Germany,Consumer Cyclical,Auto,2018,18Q2,7657595686.95857
Europe ex-UK,Germany,Consumer Cyclical,Auto,2018,18Q3,1075757180.31338
Europe ex-UK,Germany,Consumer Cyclical,Auto,2019,19Q2,7309814261.81194
Europe ex-UK,Germany,Consumer Cyclical,Auto,2020,20Q2,1647585602.0525
Europe ex-UK,Germany,Consumer Cyclical,Auto,2020,20Q3,1779960732.80756
Europe ex-UK,Germany,Consumer Cyclical,Auto,2021,21q2,3116306950.07511
Europe ex-UK,Germany,Consumer Cyclical,Auto,2022,22Q2,9739369690.53508
Europe ex-UK,Germany,Consumer Cyclical,Auto,2023,23Q2,12019202210.7029
Europe ex-UK,Germany,Consumer Cyclical,Auto,2023,23Q3,501758985.75
Europe ex-UK,Germany,Consumer Cyclical,Auto,2024,24q2,11672212927.3113
Europe ex-UK,Germany,Consumer Cyclical,Auto,2024,24q3,
Europe ex-UK,Germany,Consumer Cyclical,Auto,2025,25q2,9280240506.13459
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2010,10Q2,92634127.634755
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2011,11Q2,237753273.7704
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2012,12Q2,270809452.080019
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2013,13Q2,369857604.01545
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2014,14Q2,431712369.40635
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2015,15Q2,352063767.39615
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2016,16Q2,378212652.40336
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2017,17Q2,463769519.5062
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2018,18Q2,645247823.56632
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2019,19Q2,752767202.93972
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2020,20Q2,
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2021,21q2,734635550.5923
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2022,22Q2,667876951.5
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2023,23Q2,136917900
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2024,24q2,136508400
Europe ex-UK,Germany,Consumer Cyclical,Clothing & Durables,2025,25q2,405666000
Europe ex-UK,Germany,Consumer Defensive,Household products,2010,10Q2,234550242.36
Europe ex-UK,Germany,Consumer Defensive,Household products,2011,11Q2,520620847.60875
Europe ex-UK,Germany,Consumer Defensive,Household products,2012,12Q2,507015787.47
Europe ex-UK,Germany,Consumer Defensive,Household products,2013,13Q2,547991805.00375
Europe ex-UK,Germany,Consumer Defensive,Household products,2014,14Q2,671784049.71
Europe ex-UK,Germany,Consumer Defensive,Household products,2015,15Q2,548183041.089188
Europe ex-UK,Germany,Consumer Defensive,Household products,2016,16Q2,628645456.529063
Europe ex-UK,Germany,Consumer Defensive,Household products,2017,17Q2,634533113.19
Europe ex-UK,Germany,Consumer Defensive,Household products,2018,18Q2,779532797.185313
Europe ex-UK,Germany,Consumer Defensive,Household products,2019,19Q2,733560338.494125
Europe ex-UK,Germany,Consumer Defensive,Household products,2020,20Q2,726009798.505917
Europe ex-UK,Germany,Consumer Defensive,Household products,2021,21q2,781738624.526063
Europe ex-UK,Germany,Consumer Defensive,Household products,2022,22Q2,710058552.281438
Europe ex-UK,Germany,Consumer Defensive,Household products,2023,23Q2,716846776.508813
Europe ex-UK,Germany,Consumer Defensive,Household products,2024,24q2,778913957.224125
Europe ex-UK,Germany,Consumer Defensive,Household products,2025,25q2,878693899.18075
Europe ex-UK,Germany,Financial,Banks,2016,16Q2,282769830.18086
Europe ex-UK,Germany,Financial,Banks,2019,19Q2,280327732.79456
Europe ex-UK,Germany,Financial,Banks,2020,20Q2,271135427.761
Europe ex-UK,Germany,Financial,Banks,2023,23Q2,268292600.978973
Europe ex-UK,Germany,Financial,Banks,2024,24q2,467957965.939957
Europe ex-UK,Germany,Financial,Banks,2025,25q2,867713777.314573
Europe ex-UK,Germany,Financial,General Financial,2010,10Q2,1080104597.59118
Europe ex-UK,Germany,Financial,General Financial,2011,11Q2,1564631944.02
Europe ex-UK,Germany,Financial,General Financial,2012,12Q2,1661550116.751
Europe ex-UK,Germany,Financial,General Financial,2013,13Q2,1512223940.66403
Europe ex-UK,Germany,Financial,General Financial,2014,14Q2,1598173787.4963
Europe ex-UK,Germany,Financial,General Financial,2015,15Q2,1601562701.96839
Europe ex-UK,Germany,Financial,General Financial,2016,16Q2,495218700
Europe ex-UK,Germany,Financial,General Financial,2017,17Q2,951143460.030415
Europe ex-UK,Germany,Financial,General Financial,2018,18Q2,819611709.570724
Europe ex-UK,Germany,Financial,General Financial,2019,19Q2,830801252.623734
Europe ex-UK,Germany,Financial,General Financial,2020,20Q2,600066550
Europe ex-UK,Germany,Financial,General Financial,2021,21q2,697936500
Europe ex-UK,Germany,Financial,General Financial,2022,22Q2,1092029741.92889
Europe ex-UK,Germany,Financial,General Financial,2023,23Q2,1398808311.42723
Europe ex-UK,Germany,Financial,General Financial,2024,24q2,1760057868.4991
Europe ex-UK,Germany,Financial,General Financial,2025,25q2,2350149106.47547
Europe ex-UK,Germany,Financial,Insurance,2010,10Q2,4194309188.32423
Europe ex-UK,Germany,Financial,Insurance,2011,11Q2,5117722565.48738
Europe ex-UK,Germany,Financial,Insurance,2012,12Q2,4473661096.20381
Europe ex-UK,Germany,Financial,Insurance,2013,13Q2,5161995017.92335
Europe ex-UK,Germany,Financial,Insurance,2014,14Q2,6071732461.21197
Europe ex-UK,Germany,Financial,Insurance,2015,15Q2,5913360727.36478
Europe ex-UK,Germany,Financial,Insurance,2016,16Q2,6397995882.19937
Europe ex-UK,Germany,Financial,Insurance,2017,17Q2,6347071195.6339
Europe ex-UK,Germany,Financial,Insurance,2018,18Q2,6908120117.1045
Europe ex-UK,Germany,Financial,Insurance,2019,19Q2,6966323831.74379
Europe ex-UK,Germany,Financial,Insurance,2020,20Q2,6998810793.21604
Europe ex-UK,Germany,Financial,Insurance,2021,21q2,7591804391.66476
Europe ex-UK,Germany,Financial,Insurance,2022,22Q2,7426357051.32889
Europe ex-UK,Germany,Financial,Insurance,2023,23Q2,8126069850.84382
Europe ex-UK,Germany,Financial,Insurance,2024,24q2,9619084673.6502
Europe ex-UK,Germany,Financial,Insurance,2025,25q2,11656991530.6613
Europe ex-UK,Germany,Health,Healthcare,2010,10Q2,43784048.0556
Europe ex-UK,Germany,Health,Healthcare,2011,11Q2,428410880.355848
Europe ex-UK,Germany,Health,Healthcare,2012,12Q2,531527553.18454
Europe ex-UK,Germany,Health,Healthcare,2013,13Q2,631878392.19728
Europe ex-UK,Germany,Health,Healthcare,2014,14Q2,740041124.432319
Europe ex-UK,Germany,Health,Healthcare,2015,15Q2,696363039.039577
Europe ex-UK,Germany,Health,Healthcare,2016,16Q2,957236323.78503
Europe ex-UK,Germany,Health,Healthcare,2017,17Q2,709401540.019275
Europe ex-UK,Germany,Health,Healthcare,2018,18Q2,870062604.7235
Europe ex-UK,Germany,Health,Healthcare,2019,19Q1,792960000
Europe ex-UK,Germany,Health,Healthcare,2019,19Q2,805157342.145454
Europe ex-UK,Germany,Health,Healthcare,2020,20Q1,866440000
Europe ex-UK,Germany,Health,Healthcare,2020,20Q3,886706454.76047
Europe ex-UK,Germany,Health,Healthcare,2021,21Q1,1034795000
Europe ex-UK,Germany,Health,Healthcare,2021,21q2,965078969.39851
Europe ex-UK,Germany,Health,Healthcare,2022,22q1,1087423020
Europe ex-UK,Germany,Health,Healthcare,2022,22Q2,851310548.194088
Europe ex-UK,Germany,Health,Healthcare,2023,23Q1,1145272500
Europe ex-UK,Germany,Health,Healthcare,2023,23Q2,908208244.014378
Europe ex-UK,Germany,Health,Healthcare,2024,24q1,1146397680
Europe ex-UK,Germany,Health,Healthcare,2024,24q2,378282115.469454
Europe ex-UK,Germany,Health,Healthcare,2025,25Q1,1120357800
Europe ex-UK,Germany,Health,Healthcare,2025,25q2,1110414925.00262
Europe ex-UK,Germany,Health,Pharmaceuticals,2010,10Q2,1525305231.856
Europe ex-UK,Germany,Health,Pharmaceuticals,2011,11Q2,1963915961.4378
Europe ex-UK,Germany,Health,Pharmaceuticals,2012,12Q2,1933154156.17557
Europe ex-UK,Germany,Health,Pharmaceuticals,2013,13Q2,2202991937.56396
Europe ex-UK,Germany,Health,Pharmaceuticals,2014,14Q2,2576771910.83492
Europe ex-UK,Germany,Health,Pharmaceuticals,2015,15Q2,2170525073.99427
Europe ex-UK,Germany,Health,Pharmaceuticals,2016,16Q2,2536509114.61638
Europe ex-UK,Germany,Health,Pharmaceuticals,2017,17Q2,2613740609.72434
Europe ex-UK,Germany,Health,Pharmaceuticals,2018,18Q2,2982713296.85262
Europe ex-UK,Germany,Health,Pharmaceuticals,2019,19Q2,3100847156.88969
Europe ex-UK,Germany,Health,Pharmaceuticals,2020,20Q2,3191401442.62659
Europe ex-UK,Germany,Health,Pharmaceuticals,2021,21q2,2584030605.2157
Europe ex-UK,Germany,Health,Pharmaceuticals,2022,22Q2,2324091578.20478
Europe ex-UK,Germany,Health,Pharmaceuticals,2023,23Q2,2906497929.01734
Europe ex-UK,Germany,Health,Pharmaceuticals,2024,24q2,419416311.412527
Europe ex-UK,Germany,Health,Pharmaceuticals,2025,25q2,446060244.185985
Europe ex-UK,Germany,Industrial,Machinery,2010,10Q1,2053812837.48176
Europe ex-UK,Germany,Industrial,Machinery,2010,10Q2,206026186.405995
Europe ex-UK,Germany,Industrial,Machinery,2011,11Q1,3379663774.88964
Europe ex-UK,Germany,Industrial,Machinery,2011,11Q2,522922816.6918
Europe ex-UK,Germany,Industrial,Machinery,2012,12Q1,3558125424.70305
Europe ex-UK,Germany,Industrial,Machinery,2012,12Q2,515455375.9464
Europe ex-UK,Germany,Industrial,Machinery,2013,13Q1,3534748200
Europe ex-UK,Germany,Industrial,Machinery,2013,13Q2,569542162.65117
Europe ex-UK,Germany,Industrial,Machinery,2014,14Q1,3606241350
Europe ex-UK,Germany,Industrial,Machinery,2014,14Q2,554739080.236111
Europe ex-UK,Germany,Industrial,Machinery,2015,15Q1,3297168930
Europe ex-UK,Germany,Industrial,Machinery,2015,15Q2,483141319.950057
Europe ex-UK,Germany,Industrial,Machinery,2016,16Q1,3352072541.65
Europe ex-UK,Germany,Industrial,Machinery,2016,16Q2,599295003.560687
Europe ex-UK,Germany,Industrial,Machinery,2017,17Q1,3286440000
Europe ex-UK,Germany,Industrial,Machinery,2017,17Q2,650943826.87933
Europe ex-UK,Germany,Industrial,Machinery,2018,18Q1,3906090000
Europe ex-UK,Germany,Industrial,Machinery,2018,18Q2,783165393.396285
Europe ex-UK,Germany,Industrial,Machinery,2019,19Q1,3691405177
Europe ex-UK,Germany,Industrial,Machinery,2019,19Q2,1088304200.35488
Europe ex-UK,Germany,Industrial,Machinery,2020,20Q1,3621306331.5
Europe ex-UK,Germany,Industrial,Machinery,2020,20Q2,681840693.505622
Europe ex-UK,Germany,Industrial,Machinery,2020,20Q3,328711266.928222
Europe ex-UK,Germany,Industrial,Machinery,2020,20Q4,93386198.56237
Europe ex-UK,Germany,Industrial,Machinery,2021,21Q1,3584131547.5
Europe ex-UK,Germany,Industrial,Machinery,2021,21q2,1173279371.04714
Europe ex-UK,Germany,Industrial,Machinery,2022,22q1,3942168834.1781
Europe ex-UK,Germany,Industrial,Machinery,2022,22Q2,1113327994.16237
Europe ex-UK,Germany,Industrial,Machinery,2023,23Q1,3721870614.03065
Europe ex-UK,Germany,Industrial,Machinery,2023,23Q2,2506049469.36107
Europe ex-UK,Germany,Industrial,Machinery,2024,24q1,4029779624
Europe ex-UK,Germany,Industrial,Machinery,2024,24q2,3088697092.27146
Europe ex-UK,Germany,Industrial,Machinery,2025,25Q1,4354272000
Europe ex-UK,Germany,Industrial,Machinery,2025,25q2,3326874687.61076
Europe ex-UK,Germany,Industrial,Transport,2010,10Q2,960732446.656313
Europe ex-UK,Germany,Industrial,Transport,2011,11Q2,1108023755.5051
Europe ex-UK,Germany,Industrial,Transport,2012,12Q2,1096819200.8928
Europe ex-UK,Germany,Industrial,Transport,2013,13Q2,1104816840.89931
Europe ex-UK,Germany,Industrial,Transport,2014,14Q2,1315882059.8742
Europe ex-UK,Germany,Industrial,Transport,2015,15Q2,1124062990.75467
Europe ex-UK,Germany,Industrial,Transport,2016,16Q2,1155056930.34098
Europe ex-UK,Germany,Industrial,Transport,2017,17Q2,1426221982.10456
Europe ex-UK,Germany,Industrial,Transport,2018,18Q2,1709958500.91901
Europe ex-UK,Germany,Industrial,Transport,2019,19Q2,1577629770.09138
Europe ex-UK,Germany,Industrial,Transport,2020,20Q3,1701189090.2991
Europe ex-UK,Germany,Industrial,Transport,2021,21q2,2034290835.34472
Europe ex-UK,Germany,Industrial,Transport,2022,22Q2,2352193210.26333
Europe ex-UK,Germany,Industrial,Transport,2023,23Q2,2511285340.73041
Europe ex-UK,Germany,Industrial,Transport,2024,24q2,2464064786.65342
Europe ex-UK,Germany,Industrial,Transport,2025,25q2,2523585000
Europe ex-UK,Germany,Media & Telecommunications,Media,2010,10Q2,24750600
Europe ex-UK,Germany,Media & Telecommunications,Media,2011,11Q2,29724770.088
Europe ex-UK,Germany,Media & Telecommunications,Media,2012,12Q2,26908992
Europe ex-UK,Germany,Media & Telecommunications,Media,2013,13Q2,35827920
Europe ex-UK,Germany,Media & Telecommunications,Media,2014,14Q2,42259968
Europe ex-UK,Germany,Media & Telecommunications,Media,2015,15Q2,43079040
Europe ex-UK,Germany,Media & Telecommunications,Media,2016,16Q2,50322528
Europe ex-UK,Germany,Media & Telecommunications,Media,2017,17Q2,102763584
Europe ex-UK,Germany,Media & Telecommunications,Media,2018,18Q2,67650816
Europe ex-UK,Germany,Media & Telecommunications,Media,2019,19Q2,66918336
Europe ex-UK,Germany,Media & Telecommunications,Media,2023,23Q2,109768512
Europe ex-UK,Germany,Media & Telecommunications,Media,2024,24q2,149305728
Europe ex-UK,Germany,Media & Telecommunications,Media,2025,25q2,181423392
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2010,10Q2,4433604510.56398
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2011,11Q2,4296903752.4861
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2012,12Q2,3784784515.87538
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2013,13Q2,4034189151.35733
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2014,14Q2,3014669617.88433
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2015,15Q2,2547516980.15873
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2016,16Q2,2858473298.48785
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2017,17Q2,3188618268.05874
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2018,18Q2,3643836821.20558
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2019,19Q2,3729817169.29766
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2020,20Q2,3221269583.95188
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2021,21q2,3398967504.44212
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2022,22Q2,3470096482.79078
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2023,23Q2,3831719446.6313
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2024,24q2,4080314353.47628
Europe ex-UK,Germany,Media & Telecommunications,Telecoms,2025,25q2,5101521128.1027
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2010,10Q2,2179522133.61086
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2011,11Q2,3051711976.20229
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2012,12Q2,3218541859.99535
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2013,13Q2,3342534782.06746
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2014,14Q2,4348154854.90264
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2015,15Q2,3656462352.32964
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2016,16Q2,4064108826.00254
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2017,17Q2,4142969417.39067
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2018,18Q2,4580048662.20086
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2019,19Q2,4496291635.89382
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2020,20Q2,4012096749.45401
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2020,20Q3,319943922.972
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2021,21q2,4990556929.98365
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2022,22Q2,4517297487.27523
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2023,23Q2,4648140563.49097
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2024,24q2,4592941064.4462
Europe ex-UK,Germany,Mining & Chemicals,Mining & Chemicals,2025,25q2,3757725417.09591
Europe ex-UK,Germany,Property,Property,2014,14Q2,231325827.396125
Europe ex-UK,Germany,Property,Property,2015,15Q2,308283819.778116
Europe ex-UK,Germany,Property,Property,2016,16Q2,494920156.724816
Europe ex-UK,Germany,Property,Property,2017,17Q2,587980066.127895
Europe ex-UK,Germany,Property,Property,2018,18Q2,757193879.3034
Europe ex-UK,Germany,Property,Property,2019,19Q2,867748362.565382
Europe ex-UK,Germany,Property,Property,2020,20Q3,998528799.318319
Europe ex-UK,Germany,Property,Property,2021,21q2,1168228774.85793
Europe ex-UK,Germany,Property,Property,2022,22Q2,1376749521.42703
Europe ex-UK,Germany,Property,Property,2023,23Q2,734277072.357103
Europe ex-UK,Germany,Property,Property,2024,24q2,797700382.0416
Europe ex-UK,Germany,Property,Property,2025,25q2,1166609709.04191
Europe ex-UK,Germany,Technology,Semiconductors,2011,11Q1,148199007.264029
Europe ex-UK,Germany,Technology,Semiconductors,2012,12Q1,171090743.78739
Europe ex-UK,Germany,Technology,Semiconductors,2013,13Q1,168320368.976256
Europe ex-UK,Germany,Technology,Semiconductors,2014,14Q1,177548428.839888
Europe ex-UK,Germany,Technology,Semiconductors,2015,15Q1,231462858.560656
Europe ex-UK,Germany,Technology,Semiconductors,2016,16Q1,250845096.65996
Europe ex-UK,Germany,Technology,Semiconductors,2017,17Q1,262557024.685527
Europe ex-UK,Germany,Technology,Semiconductors,2018,18Q1,347649079.250775
Europe ex-UK,Germany,Technology,Semiconductors,2019,19Q1,348693344.572091
Europe ex-UK,Germany,Technology,Semiconductors,2020,20Q1,366877541.413246
Europe ex-UK,Germany,Technology,Semiconductors,2021,21Q1,346558821.731375
Europe ex-UK,Germany,Technology,Semiconductors,2022,22q1,399653004.437816
Europe ex-UK,Germany,Technology,Semiconductors,2023,23Q1,446457912.73794
Europe ex-UK,Germany,Technology,Semiconductors,2024,24q1,495215135.266167
Europe ex-UK,Germany,Technology,Semiconductors,2025,25Q1,479834603.36791
Europe ex-UK,Germany,Technology,Software & IT Services,2010,10Q2,745020508.9328
Europe ex-UK,Germany,Technology,Software & IT Services,2011,11Q2,1037855196.98109
Europe ex-UK,Germany,Technology,Software & IT Services,2012,12Q2,1713608728.04852
Europe ex-UK,Germany,Technology,Software & IT Services,2013,13Q2,1380672107.29592
Europe ex-UK,Germany,Technology,Software & IT Services,2014,14Q2,1694804388.45663
Europe ex-UK,Germany,Technology,Software & IT Services,2015,15Q2,1520036189.78068
Europe ex-UK,Germany,Technology,Software & IT Services,2016,16Q2,1617788368.07898
Europe ex-UK,Germany,Technology,Software & IT Services,2017,17Q2,1714076120.1265
Europe ex-UK,Germany,Technology,Software & IT Services,2018,18Q2,2058704712.32269
Europe ex-UK,Germany,Technology,Software & IT Services,2019,19Q2,2092369340.292
Europe ex-UK,Germany,Technology,Software & IT Services,2020,20Q2,2168596909.4555
Europe ex-UK,Germany,Technology,Software & IT Services,2021,21q2,2819021032.35802
Europe ex-UK,Germany,Technology,Software & IT Services,2022,22Q2,3258500323.51108
Europe ex-UK,Germany,Technology,Software & IT Services,2023,23Q2,2792297789.84074
Europe ex-UK,Germany,Technology,Software & IT Services,2024,24q2,2995430539.0944
Europe ex-UK,Germany,Technology,Software & IT Services,2025,25q2,3292641991.86786
Europe ex-UK,Germany,Utilities,Utilities,2010,10Q2,6244580950.875
Europe ex-UK,Germany,Utilities,Utilities,2011,11Q2,7023321851.71675
Europe ex-UK,Germany,Utilities,Utilities,2012,12Q2,4145000510.0584
Europe ex-UK,Germany,Utilities,Utilities,2013,13Q2,4380189164.0337
Europe ex-UK,Germany,Utilities,Utilities,2014,14Q2,2461264557.5669
Europe ex-UK,Germany,Utilities,Utilities,2015,15Q2,1737081746.93845
Europe ex-UK,Germany,Utilities,Utilities,2016,16Q2,1217614699.54249
Europe ex-UK,Germany,Utilities,Utilities,2017,17Q2,520587427.2375
Europe ex-UK,Germany,Utilities,Utilities,2018,18Q2,1822900826.297
Europe ex-UK,Germany,Utilities,Utilities,2019,19Q2,1507681099.77517
Europe ex-UK,Germany,Utilities,Utilities,2020,20Q2,1358741933.94398
Europe ex-UK,Germany,Utilities,Utilities,2020,20Q3,553811974.31876
Europe ex-UK,Germany,Utilities,Utilities,2021,21q2,2210917510.02236
Europe ex-UK,Germany,Utilities,Utilities,2022,22Q2,2004924083.61912
Europe ex-UK,Germany,Utilities,Utilities,2023,23Q2,2121453274.00896
Europe ex-UK,Germany,Utilities,Utilities,2024,24q2,2319882391.11815
Europe ex-UK,Germany,Utilities,Utilities,2025,25q2,2565075639.79947
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2010,10Q2,37678049.56027
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2010,10Q4,21136272.302376
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2011,11Q2,49898932.7943
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2011,11Q4,23625971.633698
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2012,12Q2,50895805.4703547
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2012,12Q4,24099249.4736562
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2013,13Q2,56975414.2672839
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2013,13Q4,28413207.297072
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2014,14Q2,67712966.846406
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2014,14Q4,29618376.0333615
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2015,15Q2,63382805.9628435
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2015,15Q4,28312441.9567275
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2016,16Q2,69589031.200605
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2016,16Q4,31263604.3825527
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2017,17Q2,77241828.120604
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2017,17Q4,38624242.32342
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2018,18Q2,91081107.241454
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2018,18Q4,42184670.7381645
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2019,19Q2,97531412.4866016
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2019,19Q4,45841578.668892
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2020,20Q2,105295111.18908
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2020,20Q4,54091593.019464
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2021,21q2,129985983.451428
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2021,21Q4,57680302.241085
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2022,22Q2,124836018.197091
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2022,22Q4,57383794.2608296
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2023,23Q2,141182847.638745
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2023,23q4,65393999.9565078
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2024,24q2,151164195.671549
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2024,24q4,69748057.433502
Europe ex-UK,Ireland,Consumer Defensive,"Food, drink & Tobacco",2025,25q2,165814865.637105
Europe ex-UK,Ireland,Financial,Banks,2018,18Q2,534060476.716614
Europe ex-UK,Ireland,Financial,Banks,2019,19Q2,711551474.258817
Europe ex-UK,Ireland,Financial,Banks,2020,20Q2,448400100.50631
Europe ex-UK,Ireland,Financial,Banks,2022,22Q2,182742631.704622
Europe ex-UK,Ireland,Financial,Banks,2023,23Q2,422855000.681345
Europe ex-UK,Ireland,Financial,Banks,2024,24q2,1416587472.77001
Europe ex-UK,Ireland,Financial,Banks,2024,24q4,380571959.87874
Europe ex-UK,Ireland,Financial,Banks,2025,25q2,1284950230.03794
Europe ex-UK,Ireland,Industrial,Machinery,2010,10Q3,8962452.810336
Europe ex-UK,Ireland,Industrial,Machinery,2011,11Q2,14223793.2020625
Europe ex-UK,Ireland,Industrial,Machinery,2011,11Q3,10132219.923561
Europe ex-UK,Ireland,Industrial,Machinery,2012,12Q2,13794832.688832
Europe ex-UK,Ireland,Industrial,Machinery,2012,12Q3,10887631.7866
Europe ex-UK,Ireland,Industrial,Machinery,2013,13Q2,15861605.0106583
Europe ex-UK,Ireland,Industrial,Machinery,2013,13Q3,12604732.8092015
Europe ex-UK,Ireland,Industrial,Machinery,2014,14Q2,19949006.7196998
Europe ex-UK,Ireland,Industrial,Machinery,2014,14Q3,13598598.9498
Europe ex-UK,Ireland,Industrial,Machinery,2015,15Q2,20142641.09768
Europe ex-UK,Ireland,Industrial,Machinery,2015,15Q3,15779015.219448
Europe ex-UK,Ireland,Industrial,Machinery,2016,16Q2,34435890.6123095
